PROP_TYPE|LIST_NO|LIST_AGENT|LIST_OFFICE|STATUS|LIST_PRICE|STREET_NO|STREET_NAME|UNIT_NO|TOWN_NUM|AREA|ZIP_CODE|LENDER_OWNED|REMARKS|PHOTO_COUNT|PHOTO_DATE|PHOTO_MASK|COUNTY|STATE|RN_TYPE|NO_ROOMS|NO_BEDROOMS|NO_FULL_BATHS|NO_HALF_BATHS|MASTER_BATH|PARKING_SPACES|LOT_SIZE|SQUARE_FEET|NO_BATHS
RN|72194713|BB981210|BB5200|ACT|3395|60|Howard St|333|41|37E|02472||JUNE SPECIALS on select apartments! Call for details. Riverpark Lofts a newly constructed luxury rental community! 1111 sqft 3rd & 4th floor 2 Bed 2 Bath duplex residence with an innovative blend of contemporary charm and stylish sophistication. The residence features a masterfully designed, sleek European inspired kitchen with granite countertops and stainless steel appliances, hardwood floors, washer/dryer & central air. The living room boasts a 17- 20 foot ceiling full of skylights. This is another one of a kind residence. The first fl features open kitchen/ living room layout, 1 bedroom with walk in closet and full bath Upstairs features the second bedroom, full bath and a spacious deck. Take the elevator to the heated parking garage. The dog park is just across the street and pets will be considered on a case by case basis. Riverpark Lofts is conveniently located just outside Watertown square minutes to public transportation to Boston and Cambridge. Only 7 units in building.|12|6/11/2018 7:28:00 PM|540803401|Middlesex|MA|D|4|2|2|0|Y|2|99999|1111|2f;0h
RN|72205688|BB981210|BB5200|ACT|3995|60|Howard St|231|41||02472||JUNE SPECIALS! On select apartments. Riverpark Lofts a newly constructed luxury rental community! 1595 sqft 3rd & 4th floor 3 Bed 2 Bath duplex residence with an innovative blend of contemporary charm and stylish sophistication. The residence features a masterfully designed, sleek European inspired kitchen with granite countertops, breakfast bar and stainless steel appliances, hardwood floors,washer/dryer & central air. The living room boasts a 17- 20 foot ceiling open to the second floor and featuring a dramatic wall filled with windows and skylights. Main living level features a full bath and bedroom with sliders to a spacious deck. Second floor has another spacious deck, 2 bedrooms, one with a skylight and 1 full bath. Elevator to the heated parking garage. The dog park is just across the street and pets will be considered on a case by case basis. We are conveniently located just outside Watertown square mins to public transportation to Boston and Cambridge. Only12 units in building|18|6/11/2018 8:05:00 PM|548964025|Middlesex|MA|D|5|3|2|0|Y|2|99999|1595|2f;0h
RN|72206153|BB808174|AN2383|ACT|3990|6|North Hudson Street|1|1|103|02113||FURNISHED rental!! Spectacular location on the Freedom Trail in North End! The best of both worlds is yours adjacent to Copps Hill and Slye Park; just a few steps to waterfront park with beautiful sunset views of Charles River basin, marina, the USS Constitution, tennis courts, and green space. This is a classic, brick and beam, two bedroom, 2 bath, beautifully crafted and tastefully furnished first floor duplex apartment with small, private back yard. This apartment is in a very quiet, 4 unit building, with long term professional tenants. Central air, gas log fireplace, marble in baths/kitchen, hardwood floors, substantial closets and cabinetry. No smoking in apartment, building, or yard. Garage parking nearby. Tenant pays for all utilities and a minimum of three months is required.  Not available unfurnished!!|19|7/31/2017 1:03:00 PM|0|Suffolk|MA|D|4|2|2|0||0|0|900|2f;0h
RN|72206394|CN201432|AN0907|ACT|2900|27|Bowdoin St|5A|1|102|02114||Fully FURNISHED TOP FLOOR turn key apartment with all utilities and cable/wifi router on premises. Come, unpack, and start living  in the heart of Beacon Hill. This sunny one bedroom condo has been renovated to beautiful standards. Charming details include a modern kitchen has granite counters and stainless steel appliances (gas cooking, dishwasher, microwave) and a beautifully updated bathroom. Central Heat, AC. Cozy electric fireplace. Elevator in building, Laundry in building.     Close to everything Beacon Hill has to offer; Steps to Charles Street shops and restaurants, Starbucks and Whole Foods Market. Easy jump on the T (green, red or blue lines) or highways. Close to MGH, MEEI and Suffolk Law. To relax, walk to the Boston Commons, Public Gardens or the Charles River and stroll down the esplanade. Easy access to Back Bay, Government/Financial centers, Faneuil Hall/Haymarket and just across the river from Cambridge. Short term rentals considered! Rent includes monthly cleaning!|6|7/31/2017 6:45:00 PM|371195898|Suffolk|MA|C|3|1|1|0||0|99999|560|1f;0h
RN|72206663|CT009229|BB2434|ACT|2500|136|Appleton|2S|13|WCM|02138||Sunny, south-facing one bedroom furnished apartment situated in Huron Village (near bus stop), just a short distance to Harvard Square. Enjoy comfortable living in this environmentally-friendly green home (solar/geothermal/radiant heat). Featured in Natural Home Magazine, this modern/contemporary suite is perfect for the visiting scholar or single person who enjoys aesthetic beauty and functional organization. Two rooms each with separate entry, plus kitchenette and full bath. Alcove with window and built-in desk. In-wall vacuum. Entertain friends on the shared BBQ patio and enjoy sunsets on the 2nd floor deck. Everything is here: furnishings, kitchenware, linens and more. Optional 2nd bed available for overnight guests. Washer/dryer in basement laundry. Includes heat, hot water, central A/C, electricity, high speed Internet and cable TV. MBTA bus to Harvard Square (8-minutes) stops around the corner. Harvard Center for Astrophysics (and Harvard Shuttle) just 4 blocks away (0.4 mi).|28|12/28/2017 10:29:00 PM|0|Middlesex|MA|D|3|1|1|0||0|4325|450|1f;0h
RN|72220484|BB806851|AN3133|ACT|3200|106|13th Street|221|1|018|02129||Incredible opportunity to lease an ultra high-end apartment with ensuite laundry and garage parking in the Charlestown Navy Yard. Features hardwood floors, central air conditioning, an exquisitely renovated bathroom with marble accents and tiled walk-in shower, sky-lit living room, and wonderful storage space in the form of custom cabinets and built-ins. The kitchen, which opens to the living room, is representative of one of the finest renovations in the area, featuring stainless steel appliances, sleek granite counter tops and top of the line cabinets. The historic Basilica building offers an on-site manager/superintendent, mail room, and a location close to Spaulding, MGH, and public transportation (MGH Shuttle, Orange Line, Water Taxi). This apartment can be leased furnished or unfurnished. No pets. No smoking. Heat and hot water included in the rent.|6|9/23/2017 7:57:00 AM|28677|Suffolk|MA|C|3|1|1|0||1|2000|748|1f;0h
RN|72222264|BB981210|BB5200|ACT|4650|60|Howard St|413|41|37E|02472||JUNE SPECIALS! On select apartments.RiverparkLofts a newly constructed luxury rental community! 1721 sqft 1st and 2nd floor 4 Bed 2 Bath duplex residence with an innovative blend of contemporary charm and stylish sophistication. The residence features a masterfully designed, sleek European inspired kitchen with granite countertops, a breakfast bar, stainless steel appliances, hardwood floors, washer/dryer & central air. The living room boasts a 17- 20 foot ceiling open to the second floor and featuring a dramatic wall filled with windows. One bed and full bath on the first level and 3 beds and full bath on the second level. Take the elevator to the heated parking garage. The dog park is just across the street and pets will be considered on a case by case basis. Riverpark Lofts is conveniently located just outside Watertown square minutes to public transportation to Boston and Cambridge while at the same time retaining a wonderful suburban tranquility with only 12 units in the building|13|6/11/2018 9:39:00 PM|0|Middlesex|MA|D|6|4|2|0||2|99999|1721|2f;0h
RN|72222280|BB981210|BB5200|ACT|4195|60|Howard St|432|41||02472||JUNE SPECIALS! On select apartments. Call for details.  Riverpark Lofts a newly constructed luxury rental community! 1659 sqft 3rd & 4th floor 3 Bed 2 Bath duplex residence with an innovative blend of contemporary charm and stylish sophistication. The residence features a masterfully designed, sleek European inspired kitchen with granite countertops and stainless steel appliances, hardwood floors, washer/dryer & central air. The living room boasts a 17- 20 foot ceiling open to the second floor and featuring a dramatic wall filled with windows and sky lights. The main level features an open living concept with a full bath and 1 bedroom with sliders to a spacious deck. The second floor features 2 bedrooms, a full bath and another spacious deck. Elevator to the heated parking garage. The dog park is just across the street and pets will be considered on a case by case basis. Riverpark Lofts is conveniently located to public transportation. Only 12 units in the building|13|6/11/2018 9:47:00 PM|16383|Middlesex|MA|D|5|3|2|0|Y|2|99999|1659|2f;0h
RN|72222282|BB981210|BB5200|ACT|3895|60|Howard St|434|41||02472||JUNE SPECIALS! on select apartments. Call for details. Riverpark Lofts a newly constructed luxury rental community! 1422 sqft 3rd & 4th floor 3 Bed 2 Bath duplex residence with an innovative blend of contemporary charm and stylish sophistication. The residence features a masterfully designed, sleek European inspired kitchen with granite countertops and stainless steel appliances, hardwood floors, washer/dryer & central air. The living room boasts a 17- 20 foot ceiling open to the second floor and featuring a dramatic wall filled with windows and sky lights. The main level features an open living concept with a full bath and 1 bedroom with sliders to a spacious deck. The second floor features 2 bedrooms, a full bath and another spacious deck. Elevator to the heated parking garage. The dog park is just across the street and pets will be considered on a case by case basis. Riverpark Lofts is conveniently located to public transportation to Boston and Cambridge. Only 12 units in building.|14|6/11/2018 9:45:00 PM|16383|Middlesex|MA|D|5|3|2|0|Y|2|99999|1422|2f;0h
RN|72222286|BB981210|BB5200|ACT|3695|60|Howard St|435|41||02472||JUNE SPECIALS! On select apartments. Introducing Riverpark Lofts a newly constructed luxury rental community! 1488 sqft 3rd & 4th floor 2 Bed 2 Bath end unit duplex residence with an innovative blend of contemporary charm and stylish sophistication. The residence features a masterfully designed, sleek European inspired kitchen with granite countertops, a large island, stainless steel appliances, hardwood floors, washer/dryer & central air. The living room boasts a 17- 20 foot ceiling open to the second floor with tons of light from the skylights and windows. Upstairs features the second bath, both bedrooms and two huge decks. . Take the elevator to the heated parking garage. The dog park is just across the street and pets will be considered on a case by case basis. Riverpark Lofts is conveniently located just outside Watertown square minutes to public transportation to Boston and Cambridge while at the same time retaining a wonderful suburban tranquility with only12 units in building.|19|6/11/2018 10:06:00 PM|24590|Middlesex|MA|D|5|2|2|0|Y|2|99999|1448|2f;0h
RN|72233247|NB110169|AN3911|ACT|3200|386|Commercial Street|5E|1|103|02109||Tastefully furnished top floor two bedroom, one bath condominium, located at 386 Commercial Street, directly across from Battery Wharf. The unit features an open living/dining area with hardwood floors throughout. The u-shaped kitchen, with breakfast bar, is fully applianced. A master bedroom, spacious second bedroom, full bath and excellent closets complete this home. The unit features central air conditioning. The building offers an elevator and common on-site laundry. Commercial Street is convenient to the shops, restaurants and cafes of the historic North End, the Rose Kennedy Greenway, Faneuil Hall and is within walking distance of the Financial District. 386 Commercial Street is a non-smoking building. No pets. No students. Incoming tenant to pay utilities. Due at lease signing: first month's rent, one month security deposit and one month realty fee. Unit can also be rented furnished or partially furnished.|8|9/23/2017 1:06:00 PM|1742798836|Suffolk|MA|C|5|2|1|0||0|0|970|1f;0h
RN|72234043|CT004488|AC1301|ACT|3300|220|Beacon Street|302|1|101|02116||EXTENDED STAY FURNISHED STUDIO BRAND NEW FURNISHING & DECOR STYLE: CLASSIC COMFORT *Large Spacious Studio w/ Full Size Bed & Living Area *1 Bathroom Large w/ Tub, Tiles & Towels *Good Size Kitchen w/ - Full Size Fridge and Stove. Microwave, Toaster Oven, Coffee Maker and All Kitchen Utensils and Kitchenware Included. *Dining Area w/ Round Table and 2 Chairs *Spacious Living Area with Love Sear, Area Rug, Coffee Table Ottoman, 40" Flat Screen TV, Sitting Chair *Outdoor space - balcony overlooking Charles River w/ Bistro Table and 2 Chairs perfect for Warm days and nights *Ample Closet & Storage Space *400 | - Square Feet *Hardwood Floors *Decorative Fireplace *Stylish Decor Through Out *Spacious & Sunny *Laundry On Site *Elevator Building *Parking Available *Included in Rent: (Hot Water, Cable, Internet, Linens and Kitchenware) *Closets Subway: Green Line (Copley Stop)|9|9/26/2017 11:31:00 AM|140525564|Suffolk|MA|D|3|0|1|0||0|400|400|1f;0h
RN|72236564|CT008990|NB4787|ACT|1850|66|Bailey St|6|1|002|02124||This two bedroom apartment is move-in ready, and it is conveniently located a short walk from Ashmont station you can grab your coffee from Dunkin' Donuts or Flat Black coffee shop and you are on your way. The apartment features hardwood floors two bedrooms a full eat in kitchen, along with coin/op laundry room in the building. Do not wait, it will not last.   *Please note on street residential sticker parking through city*|10|10/1/2017 11:31:00 AM|0|Suffolk|MA|D|5|2|1|0||0|0|1100|1f;0h
RN|72240981|BB980615|BB4720|ACT|3000|83|Crosstown Ave||1|009|02131||Spacious and sunny raised ranch in wonderful location, main level has living room with cathedral ceiling, large eat in kitchen, full bath and 3 bedrooms.  Lower level has In-law apartment, With Living room and a kitchenette open to a large room and 2 Bedrooms. Gleaming floors throughout, large deck leading to private back yard...|19|10/10/2017 9:38:00 PM|4522358|Suffolk|MA|A|9|3|2|0|N|2|5918|2574|2f;0h
RN|72248030|BB806520|BB5984|ACT|8000|17|Marlborough Street|5|1|101|02116||5th Floor penthouse with private deck and sweeping views of Back Bay, the Public Garden and the Capitol. Easy access to everything. Completely furnished.  All utilities included.  Three month minimum preferred.   Tenant pays broker fee split between brokers.|15|10/26/2017 2:12:00 PM|1879240963|Suffolk|MA|C|4|2|1|0|N|0|1397|1397|1f;0h
RN|72248484|CN204754|AN2213|ACT|12500|124|Saint Botolph|124|1|101|02116||Situated on one of Back Bay’s most charming streets, this wonderful 3 bedroom, 3.5 bath triplex has it all and is available now! With furnishings included, simply unpack your bags and you’re home. Direct access from Saint Botolph street, you enter a first floor that is just perfect for entertaining. Consisting of a full chef’s kitchen, a breakfast area, a dining room, and powder room, there is plenty of space for your friends and family. Up one flight of stairs, you will find the first bedroom, a full bath, and an oversized living area filled with sunlight. On the top floor, there is a laundry room as well as the last 2 bedrooms. Both bedrooms have ensuite baths and walk-in closets. However, with a jacuzzi tub and walk-in shower, the master bedroom certainly lives up to it’s name. In addition to the home’s interior, there is an expansive roof deck with picture perfect views. 1 parking space and utilities included!|24|10/27/2017 12:58:00 PM|0|Suffolk|MA|A|7|3|3|1|Y|1|99999|2750|3f;1h
RN|72249613|BB985492|BB5474|ACT|3000|79|Harvard Avenue|2|16|21H|02155||Stunning apartment in Victorian home retains all of its period charm. Huge rooms, high ceilings, hardwood floors, and gorgeous woodwork truly make this space unique. Situated over 3 floors, this apartment features gas cooking, gas heat, central AC, and a granite kitchen. If space is what you are looking for, look no more. In addition to the 4 large bedrooms, there are 2 bonus spaces that would be perfect for home offices, reading nooks, or just extra storage. In unit, coin-op laundry, lots of closets, and basement storage complete this awesome space. Easy on-street parking. Amazing location in the heart of West Medford, walking distance to the MBTA Commuter Rail, Whole Foods, Arlington Center, and many other local, small businesses. Sorry no pets, no exceptions.|15|10/31/2017 2:24:00 PM|1032201|Middlesex|MA|D|8|4|2|0|N|0|9999999|1545|2f;0h
RN|72249753|CT004488|AC1301|ACT|3300|220|Beacon Street|602|1|101|02116||FURNISHED XL STUDIO WITH BALCONY AND PANORAMIC CHARLES RIVER VIEWS!! STYLE: MODERN COMFORT TOP FLOOR (Elevator Building)  Spacious Loft Like Studio with Private Balcony overlooking the Charles River and Cambridge. Bedroom Alcove Area has Simmons Beautyrest Full Bed, 1 Bathroom Large w/ Tub, Tiles & Towels, Kitchen - Full Size Fridge and Stove. Microwave, Toaster Oven, Coffee Maker and All Kitchen Utensils and Kitchenware Included, Dining Area w/ Table & Chairs for 2, Spacious Living Area with Love Seat, Coffee Table, 39" Flat Screen TV, Ample Closet & Storage Space, 400 + | - Square Feet, Hardwood Floors, Decorative Fireplace, Stylish Decor Through Out, Amazing Views!, Laundry On Site, Elevator Building , Parking Available, Included in Rent: (Heat, Hot Water, Electricity, Cable, Internet, Linens and Kitchenware)|7|10/31/2017 6:15:00 PM|0|Suffolk|MA|D|3|0|1|0||0|400|400|1f;0h
RN|72251888|CT008917|AN4472|ACT|3500|3|Everett Street|1|13|HVS|02138||25 paces to Wasserstein Hall at Harvard Law School.  This charming first floor 2-bedroom apartment is completely renovated and brand new to the market. Historical details including restored hardwood floors and original fireplace. Luxury appointments, original art, and high-end furnishing throughout. Bright, spacious living room opens to new stainless steel and granite kitchen. Fully stocked kitchen with complimentary food staples and cooking accoutrements. One bedroom is set up as a large, private office next to the living room, it offers sunny views of Harvard Law School campus. The large bedroom located in rear of apartment has generous closet storage, high-end mattress, and hotel linens on queen size bed. Custom marble bathroom with glass shower. High-end towels and toiletries provided. Located next to Harvard Law School, this building is perfectly situated to explore Harvard, MIT, Cambridge, and Boston. High-speed Wi-Fi and TV, Laundry on site. All utilities included.  $3,200.|10|11/5/2017 1:57:00 PM|1022|Middlesex|MA|D|4|2|1|0|N|0|9999|650|1f;0h
RN|72253423|BB983056|BB3308|ACT|2750|469|Sherman Street|8|23|07E|02021||NEW CONSTRUCTION. READY TO RENT! Reduced rent for Move in Before July 15! 10 UNIT COMPLEX HAS FINALLY BEEN COMPLETED. Free June rent for move in before July 15, 2018. Ultra Modern kitchen with designer stylings that make you smile with joy! These 2 Bedroom 3 and 1/2 bathroom townhouses have high efficiency gas heat and gas tankless hot water heaters! Hardwood throughout main living levels and Faux Marble basement level with huge closets and a full bathroom! SPEED QUEEN FULL SIZE WASHER AND DRYERS are included. These townhomes are located in close proximity to Canton Junction Commuter rail T Stop that will whisk you into Longwood/Northeastern/Wentworth U, Back Bay or South Station in such a short time, you wonder why would you live in the city? This pet friendly development will take larger dogs like Labs and Retrievers, making a dog lover's dream. This development is set back off of Sherman Street and is in a tranquil setting. Perfect for those downsizing!|17|5/24/2018 4:27:00 PM|1040941302|Norfolk|MA|B|5|2|3|1|Y|2|0|1793|3f;1h
