PROP_TYPE|LIST_NO|LIST_AGENT|LIST_OFFICE|STATUS|LIST_PRICE|STREET_NO|STREET_NAME|UNIT_NO|TOWN_NUM|AREA|ZIP_CODE|LENDER_OWNED|REMARKS|PHOTO_COUNT|PHOTO_DATE|PHOTO_MASK|COUNTY|STATE|RN_TYPE|NO_ROOMS|NO_BEDROOMS|NO_FULL_BATHS|NO_HALF_BATHS|MASTER_BATH|PARKING_SPACES|LOT_SIZE|SQUARE_FEET|NO_BATHS|WATERFRONT_FLAG|WATERFRONT|WATERVIEW_FLAG|WATERVIEW_FEATURES|ADULT_COMMUNITY
RN|72310782|CN206746|BB2054|ACT|3800|271|Dartmouth Street|1G|1||02116||The perfect furnished ~ Short-Term rental in the heart of The Back Bay!  This furnished 1+ bedroom has everything to offer especially location, on Dartmouth Street between Newbury Street and Boylston Street.  No need for a car service while residing here...stroll down Newbury Street gallery hopping, head to the gorgeous shops at Copley Place and stop in to dine at any one of the incredible restaurants scattered throughout Back Bay.  Beautiful common roof deck with 360 degree views of Boston, steps from green and orange line T, laundry in the building.|11|4/18/2018 12:58:00 PM|12301|Suffolk|MA|C|3|1|1|0||0|0|620|1f;0h|N||||
RN|72315878|TM006330|AC1153|ACT|2550|725|Tremont St|303|1|104|02118||Come take a look at the beautifully renovated 1bed located on Tremont St in the South End. This unit features a new kitchen equipped with stainless steel appliances and granite countertops, a new bathroom, Air Conditioning and new flooring. The building is in a great location and is within walking distance to everything. Common laundry is in the basement.|10|4/26/2018 2:41:00 PM|16889|Suffolk|MA|D|3|1|1|0||0|99999|500|1f;0h|N||||
RN|72322129|CT005834|NB9068|ACT|4400|9|West School Street|307|1|018|02129||Bright and sunny studio apartment!  Beautiful Assisted Living community for residents 62+. In the heart of Charlestown, one of Boston's finest neighborhoods - 1 mile to downtown.  Daily personal care assistance, restaurant-style dining, transportation coordination, medication management program,  24-hour resident care aids, personal care, homemaking and laundry service. Spacious common living area, library, computer room, activity room, landscaped patio with gas grille, country kitchens, hair stylist and so much more!   Instant access to Route 93 and the Orange Line to the retail amenities of Downtown Crossing and the finest medical facilities.  Whole Foods is right around the corner as well as CVS, specialty shopping and recreational amenities.|7|5/7/2018 1:34:00 PM|0|Suffolk|MA|D|2|0|1|0||1|440|440|1f;0h|N||||Y
RN|72325114|BB815490|AN1213|ACT|2500|33|3rd Ave|5C|1|NVY|02129||This stunning building may have been built in 1900, but the lofts inside are nothing short of contemporary. Top to bottom, your new unit will reflect exquisite urban style with exposed brick and original wood beams. This well-maintained 1 bedroom, 1 bathroom loft apartment located in the heart of the Navy Yard in Charlestown. The apartment has a TON of character with super high ceilings and massive windows and a great "loft" feel. Features include engineered bamboo hardwood floors, gourmet kitchen with stainless steel Bosch appliances, stone countertops, and high end cabinets. Bathroom is tiled with solid stone top vanity and Kohler plumbing finishes. Washer/dryer in the unit. This beautiful stone building has an elevator and is also pet friendly (breed restrictions and weight limit for some dogs). Heat is included in the rent. Tenants pay for hot water and electric. MBTA Water taxi/ shuttle is just at the end of the pier and there are several garages nearby.|6|1/3/2019 3:25:00 PM|63|Suffolk|MA|D|2|1|1|0||0|700|600|1f;0h|Y|A|||
RN|72327125|TM308356|NB1840|ACT|2595|435|Walnut Ave|9|1|007|02119||FREE RENT FOR JANUARY AND FEBRUARY!!! Spacious 4 bedroom unit on the top floor in a mid-rise brick building located in Jamaica Plain/Roxbury line. Unit features a living room and a modern kitchen with granite countertops and stainless steel appliances. Hardwood floors throughout. Coin-op laundry in the basement. On-street parking with a residential permit. Cat friendly for $25/month. Dog is considered on a case by case basis for an additional $75/month upon landlord's approval. Security deposit negotiable.THIS LEASE IS UNTIL 8/31/19 ONLY.|12|12/7/2018 12:45:00 PM|2111876564|Suffolk|MA|D|6|4|1|0||0|9999|1400|1f;0h|N||||
RN|72329951|BB954486|NB5359|ACT|9500|1330|Boylston Street|9|1|105|02215||Fully furnished luxury apartment.    - 3 Bedrooms & 2 Baths    - Large living room open space    - stainless steel appliance   - Washer and dryer in the unit   - Large 50 Inch TV    - High speed internet    - 24/7 concierge service    - Gym facility    - Club room    - Roof top    - Swimming pool located at the roof top   - Billiard room    - Restaurants in the building    - Under ground garage - Guaranteed  spot to rent.     - Located in Fenway    - Half a mile from Boston Children Hospital , Brigham & Women Hospital & Beth Isreal Hospital.   - Located in the heart of Fenway with many choices of exclusive restaurants and shopping.    - Supermarket and Cinema are nearby.|15|5/17/2018 8:11:00 PM|0|Suffolk|MA|D|6|3|2|0|Y|3|99999|1300|2f;0h|N||Y|N|N
RN|72332402|NB110553|NB9588|ACT|2750|16|Charlotte Street|2R|1|002|02121||Spacious 5 Bedroom 1 Bath with Heat & Hot Water Included Available Immediately on 2nd Floor of Well-Maintained Dorchester Brownstone Just Steps From Franklin Park/Zoo and Golf Course. Outdoor Space Includes a Broad, Rear Porch Which is Off the Granite-Countered Eat-in Kitchen w/Pantry, Gas Stove, Full-Sized Refrigerator, and Maple Cabinets. Interior Features Include Coin-Operated Laundry in the Basement, Natural Hardwood Floors Throughout, Good-Sized Bedrooms with Closets and Windows, and a Large Foyer Area Upon Entrance to the Unit. Very Convenient to Local Buse Numbers 14, 22, 28, and 29 With Respective Connections to Orange and Red Lines. Cat-Friendly But Smoking Inside Building Not Allowed. Decent Credit and References Required.|13|11/24/2018 7:55:00 AM|26892|Suffolk|MA|D|7|5|1|0|N|0|6735|1700|1f;0h|N||N||N
RN|72333205|CN216309|BB5919|ACT|3000|685|Massachusetts Avenue|B|1||02115||Charming, renovated garden level apartment with private entrance and private patio. Open concept living area with beautiful Cherry hardwood floors throughout. Modern granite counters and stainless steel appliances with European glass cabinetry. Bedrooms each have access to the private patio. Washer/Dryer in unit.  January 1 occupancy date.|12|5/24/2018 1:47:00 PM|134322175|Suffolk|MA|D|5|2|1|0||0|9999|800|1f;0h|N||N||N
RN|72334013|CN220563|AN4103|ACT|2498|125|GUEST STREET|0|1|011|02135||Welcome to the good life.  Luxury apartments at LANTERA Boston Landing.  NEW construction beautiful layout and exceptional amenities.  Apartments feature floor to ceiling windows, premium features through out each unit.  Kitchen includes island, stainless steel appliances, under cabinet lighting and light or dark cabinets.  Good closet space in each unit and Bosch high efficient washer and dryer.  Key less entry and many other amenities including deck and pool, outdoor grilling stations and dining area, fire pit and bocce court.  A fitness center, concierge service, PET FRIENDLY,  dog park and pet spa.  Bike storage room with repair station, Roof Top lounge. Garage parking available for additional fee ( based on availability) Easy access to major highways, Boston Landing commuter rail, bike paths, shopping, dining and more. Downtown Boston approx 5 miles away.|6|5/26/2018 10:09:00 AM|268435456|Suffolk|MA|D|0|1|1|0|N|0|0|0|1f;0h|N||N||N
RN|72334395|BB808890|AN1931|ACT|3400|56|Charlesgate E|145|1||02215||Completely renovated 2/3 split with huge common area in the best neighborhood of boston!  sun filled, large rooms, laundry in the elevator building|4|5/28/2018 1:40:00 PM|0|Suffolk|MA|D|4|2|1|0||0|99999999|99999|1f;0h|N||||
RN|72334706|TM311911|AN2383|ACT|5000|100|Lovejoy Place|4K|1|106|02114||BROKER FEE PAID BY LANDLORD | LOVEJOY WHARF -- Brand new, never-been-lived-in home on the North End Waterfront. From the designer kitchen, to the exceptionally well laid out floor plan, this modern condominium is ideal for the luxury urban experience. Life at Lovejoy is enhanced by hospitality-style services including The Lovejoy Wharf Luxury Attachè which offers access to lifestyle services such as travel, dining, nightlife and entertainment. Additional amenities include a health and wellness space, manicured rooftop terrace with grills and ocean views plus a clubroom and conference room. Residents are greeted by 24 hour concierge and doorman. Valet parking is available for an additional cost. Coming soon, Lovejoy Wharf recently welcomed Alcove -- an onsite restaurant by Tom Schlesinger-Guidelli. Lovejoy Wharf is conveniently located moments from MGH, Converse, the Boston Public Market, Gov't Center and North Station.|12|11/22/2018 11:49:00 AM|126971|Suffolk|MA|C|4|2|2|0|Y|1|99999|1350|2f;0h|Y||||N
RN|72334882|CN221265|AN0128|ACT|2700|41|Garden Street|4|1|102|02114||LANDLORD PAYING BROKER FEE. Located on the second floor of a classic Beacon Hill building. This unit is a bright and sunny floor through two bedroom one bath walk-up. This unit features hardwood floors throughout bedrooms and large living area. Tile in the kitchen and bath. Good closet space. Convenient to everything in Boston, steps from shops and restaurants on Charles St and Whole Foods. Rent includes heat and hot water. Three washers and three dryers in the basement. Unit newly painted. Included are photos of the unit both unfurnished and furnished by previous tenants. Pet cats allowed.|19|11/14/2018 1:12:00 PM|1749049334|Suffolk|MA|D|4|2|1|0||0|0|600|1f;0h|N||||
RN|72334950|CN220563|AN4103|ACT|3273|125|GUEST STREET|0|1|011|02135||72325961|10|5/29/2018 2:34:00 PM|664519677|Suffolk|MA|D|3|1|1|0|N|0|0|0|1f;0h|N||N||
RN|72334970|CN220563|AN4103|ACT|5654|125|GUEST STREET|0|1|011|02135||Welcome to the good life. Beautiful 3bedroom/ 2 bath Luxury apartments at LANTERA Boston Landing.  NEW construction beautiful layout and exceptional amenities.  Apartments feature floor to ceiling windows, premium features through out each unit.  Kitchen includes island, stainless steel appliances, under cabinet lighting and light or dark cabinets.  Good closet space in each unit and Bosch high efficient washer and dryer.  Key less entry and many other amenities including deck and pool, outdoor grilling stations and dining area, fire pit and bocce court.  A fitness center, concierge service, PET FRIENDLY,  dog park and pet spa.  Bike storage room with repair station, Roof Top lounge. Garage parking available for additional fee ( based on availability) Easy access to major highways, Boston Landing commuter rail, bike paths, shopping, dining and more. Downtown Boston approx 5 miles away.|14|5/29/2018 3:01:00 PM|798852089|Suffolk|MA|D|5|3|2|0|Y|0|0|0|2f;0h|N||N||
RN|72337217|CT007638|BB5068|ACT|4500|585|Beacon St.|4|1|105|02215||1/2 FEE - 4 bedroom / 2 bathroom on Beacon St. close to Kenmore Square, Fenway Park, Back Bay, and the Green Line. Updated kitchen with granite counters and new stainless steel appliances (including a dishwasher), hardwood floors throughout, 2 skylights, & laundry in the building. Great views in both directions! Sorry, no pets. *New hardwood floors being installed!* AVAILABLE 12/1 or 1/1|12|12/29/2018 3:14:00 PM|16384|Suffolk|MA|D|5|4|2|0||0|99999|1015|2f;0h|N||||
RN|72337821|BB815595|AC1656|ACT|4195|7|Durham|3|1|101|02115||Spacious 2nd floor unit with PARKING!! On a quite cull-de-sac. Beautiful red-brick building, prestigious street situated on the southwest corridor park where the south-end meets Back-Bay, this gorgeous condominium offers everything one could want in an in-city home. Large living room with bay windows, hardwood floors and high ceilings throughout, exposed brick and decorative fireplace with a beautiful mantle. Two bedrooms with custom made closets. Huge master bedroom suite and a front-facing second bedroom. Two full bathrooms including a tub. Washer & Dryer in unit, Includes a built-in wall safe, Private balcony/deck. Assigned parking space is included.|21|12/10/2018 10:49:00 AM|67101|Suffolk|MA|C|5|2|2|0|Y|1|9999|1275|2f;0h|N||||
RN|72340888|RIREC|RIREC|ACT|2350|1943|Dorchester Ave|201|1|05C|02124||If you are a Student, Professional or just looking for a new place than look no further. 1943 Dot Ave is a BRAND NEW 64 unit building that is conveniently located just minutes away from Downtown Boston. With numerous colleges, restaurants, and businesses easily accessible, making it the perfect place. Define by voluminous light-filled spaces that capture city views, coupled with unparalleled attention to detail throughout. Layouts are clean, modern, and efficient. These open residences were built for the sophisticated urban dweller. This brand new building offers high end finishings with Ceasarstone counters, Stainless Steel appliances, plank flooring, and Laundry in unit. Feel secure with video entry intercom system, work out in our fitness facility or maybe just relax outside with a friend on our community outdoor deck. Minutes to Downtown Boston via the nearby Ashmont Red Line Station. Easy access to Rte 93, Boston and Providence. Units will be available to occupy for November 2018|0|6/6/2018 3:12:00 PM|0|Suffolk|MA|D|3|2|1|0|N|0|0|470|1f;0h|N||N||N
RN|72340905|RIREC|RIREC|ACT|2095|1943|Dorchester Ave|203|1|05C|02124||If you are a Student, Professional or just looking for a new place than look no further. 1943 Dot Ave is a BRAND NEW 64 unit building that is conveniently located just minutes away from Downtown Boston. With numerous colleges, restaurants, and businesses easily accessible, making it the perfect place. Define by voluminous light-filled spaces that capture city views, coupled with unparalleled attention to detail throughout. Layouts are clean, modern, and efficient. These open residences were built for the sophisticated urban dweller. This brand new building offers high end finishings with Ceasarstone counters, Stainless Steel appliances, plank flooring, and Laundry in unit. Feel secure with video entry intercom system, work out in our fitness facility or maybe just relax outside with a friend on our community outdoor deck. Minutes to Downtown Boston via the nearby Ashmont Red Line Station. Easy access to Rte 93, Boston and Providence. Units will be available to occupy for November 2018|0|6/6/2018 3:21:00 PM|0|Suffolk|MA|D|3|1|1|0|N|0|0|470|1f;0h|N||N||N
RN|72340909|RIREC|RIREC|ACT|1750|1943|Dorchester Ave|208|1|05C|02124||If you are a Student, Professional or just looking for a new place than look no further. 1943 Dot Ave is a BRAND NEW 64 unit building that is conveniently located just minutes away from Downtown Boston. With numerous colleges, restaurants, and businesses easily accessible, making it the perfect place. Define by voluminous light-filled spaces that capture city views, coupled with unparalleled attention to detail throughout. Layouts are clean, modern, and efficient. These open residences were built for the sophisticated urban dweller. This brand new building offers high end finishings with Ceasarstone counters, Stainless Steel appliances, plank flooring, and Laundry in unit. Feel secure with video entry intercom system, work out in our fitness facility or maybe just relax outside with a friend on our community outdoor deck. Minutes to Downtown Boston via the nearby Ashmont Red Line Station. Easy access to Rte 93, Boston and Providence. Units will be available to occupy for November 2018|0|6/6/2018 3:27:00 PM|0|Suffolk|MA|D|2|0|1|0|N|0|0|470|1f;0h|N||N||N
RN|72347407|CN212013|AN3878|ACT|3250|76|East Brookline|1|1|104|02118||Lots of natural light and character. Exposed brick in living/kitchen spaces. Open-floor plan with spacious kitchen and LARGE BEDROOMS!! 1.5 bathrooms and lots of closet storage spaces! Plenty of room for entertaining! Shared coin-op washer in building entrance and space for dryer in unit basement. One available off-street parking spot located in the back of the unit. Located near several restaurants, access to public transportation and I-93. This incredible space will not last long!!    First month, Deposit and Fee required|19|6/18/2018 2:01:00 PM|-274112196|Suffolk|MA|B|7|3|1|1||1|1974|1070|1f;1h|N||||
RN|72347813|BB904055|BB5919|ACT|2650|275|Marlborough St|1|1|101|02116||FURNISHED LUXURIOUS NEW CONSTRUCTION!  Available March 15th. Sunny side of Marlborough St Garden level, front facing studio. Beautiful kitchen opens up to living/bedroom space. Top of the line Bosch appliances, radiant heat in bathroom, built in Murphy Bed , custom built-ins, hardwood floors, washer/dryer in unit, alarm, Central A/C and stereo speakers built in. Working wood burning fireplace. Elevator access, Bike Storage and Private Room for Dry Cleaning delivery. Length of lease could be negotiable|7|6/18/2018 12:40:00 PM|8396798|Suffolk|MA|D|2|0|1|0||0|0|508|1f;0h|N||||
RN|72348488|CN209479|AN4283|ACT|3300|110|Charles Street|4|1|102|02114||Beautiful floor-through one bedroom PENTHOUSE apartment with working gas fireplace and private roof deck. Amazing sunrise and sunset views from private roof deck.    Located across the street from Starbucks in the middle of Charles Street in Beacon Hill. LOCATION, LOCATION, LOCATION!     Landlord paying all utilities! RENT INCLUDES ALL UTILITIES (electric, water, hot water, heat, air conditioning, HD cable TV, internet, gas)    Apartment is furnished.|9|6/19/2018 11:54:00 AM|0|Suffolk|MA|D|3|1|1|0||0|99999999|550|1f;0h|N||||
RN|72350913|BB807255|BB3351|ACT|3400|346|Beacon Street|2|1|101|02116||FURNISHED UNIT!  Quintessential SHORT TERM rental available in the convenient Back Bay. Luxurious one bedroom, one bath with a family room that opens to a high-end kitchen with breakfast area. Furnished and all inclusive. Great for one week holiday vacations or more. Speak with listing agent about your needs. NO pets and NO smoking. A must see!! Showing Instructions: Saturday after 1pm and Sunday after 12n. AVAILABLE NOW!|4|6/21/2018 6:01:00 PM|-100224413|Suffolk|MA|C|3|1|1|0|N|0|0|551|1f;0h|N||N||N
RN|72351909|BB700138|BB7011|ACT|2300|45|Pinckney Street|2|1|102|02114||Parlor level one bedroom. Rent includes heat & hot water. Extra large bedroom with good closet space, galley style kitchen and cozy living room with Hardwood floors, decorative fireplace and large windows. On-site coin operated laundry.|10|9/21/2018 10:27:00 PM|13|Suffolk|MA|D|3|1|1|0|N|0|1170|500|1f;0h|N||||N
RN|72352276|CT000574|AN0907|ACT|2200|3142|Washington|2|1|007|02130||Spacious 4 Bed Unit w/ a renovated kitchen & private deck, in-unit laundry & 1 off-street parking space included; just blocks from the train at Stony Brook and bus service. Available now or June or July. Bring Clients ASAP. Enter property through the back, do not enter through the front.|6|6/25/2018 11:27:00 AM|0|Suffolk|MA|D|8|4|1|0||1|99999999|1100|1f;0h|N||||
RN|72352977|TM326110|BB9212|ACT|2300|469|Ashmont St|1|1|05Q|02122||Freshly Painted, Hardwood Floors Refinished. Sparkles this THREE  bedroom 1 bath apartment is now ready for occupancy.   Good Size  bedrooms, complement the large living room, formal dining room, updated kitchen with laundry room. Natural woodwork which includes nice built in cabinet and french doors.  Relax on your rear porch as well as enjoy the use of the rear yard.  Possible off  street parking for additional fee.    Walk score of 89 with easy access to stores,restaurants, parks, beach and Public Transportation, as well   Rte 3, 93, 128, Quincy, Milton and the South Shore.TERMS:::  FIRST, & LAST,  REAL ESTATE FEE  due at lease signing.   Verification of Employment, and income required.   Email or message to schedule your personal showing.  Combined Monthly Income should equal average of 3 months rent.|11|10/3/2018 2:04:00 PM|1325414400|Suffolk|MA|D|6|3|1|0||0|0|1100|1f;0h|N||N||
RN|72354122|BB700138|BB7011|ACT|2250|80|Orleans Street|11|1||02128||Modern 2 Bedroom in clean Brick building. Located in the highly sought after and booming Jeffries Point area! Walking distance to Maverick Square.  Condo quality unit with fully appliance galley kitchen with dishwasher, disposal and gas cooking. Bright and breezy unit with great layout. Coin operated laundry in basement. Rent includes heat & hot water.|14|11/2/2018 10:39:00 AM|22|Suffolk|MA|D|5|2|1|0||0|3000|1000|1f;0h|N||||
RN|72356913|A8000780|AC1408|ACT|3000|558|E 6th Street|3|1|005|02127||Pictures do not do justice   Fantastic newly renovated 2 bedroom, 2 bath apartment located off K Street. Wide open floor plan is great for entertaining. King size master bedroom suite w/walk in closet and large guest bedroom. Amenities include; granite & stainless steel kitchen, gas fireplace, recessed lighting, hardwood floor throughout, in-unit laundry and more. Walk to East Broadway shops and transportation in minutes. In unit w/d hookups.|13|7/5/2018 12:38:00 PM|0|Suffolk|MA|D|4|2|2|0||0|0|1200|2f;0h|N||||
RN|72359107|CN203898|M95383|ACT|2100|12|Lagrange St.|2|1|009|02132||Bellevue Hill area, Spacious and sunny 2 bedroom plus den apartment with elegant old world charm, Tree top views from multiple windows, Well maintained, Large living room, Formal dining room with built in china cabinet, Eat in kitchen, Butler's pantry, Modern bathroom, Beautiful wood trim throughout, Master bedroom with sitting room, 3 season porch off of kitchen, Hardwood floors throughout, All new windows, washer/dryer in unit, Bus stop across the street, Convenient to shops, restaurants, supermarket and the commuter rail station. Parking available on the side street.|15|7/10/2018 11:36:00 AM|0|Suffolk|MA|D|7|2|1|0||0|99999|1551|1f;0h|N||||
RN|72359111|CT009574|AC1122|ACT|3400|32|Symphony Rd|B|1|105|02115||Come check out this PRIME location 3 bed on Symphony Rd. This unit just got a brand new kitchen with stainless steel appliances, new cabinets, granite counters. New flooring throughout the apartment as well! Great for entertaining with an open front facing living room. Steps away from Northeastern, Berklee, NEC, Boco, Wentworth, and other Fenway schools. Quick walk to Whole foods, CVS, Prudential, Newbury, Boylston, and all green line trains, B, C, D, and E, as well as the Orange Line. September 1st move in. Heat and Hot Water are included in the rent.|6|7/10/2018 11:40:00 AM|560558315|Suffolk|MA|D|5|3|1|0||0|1000|1000|1f;0h|N||N||
